overall_algorithm,overall_execution_time,overall_invalid_solution,overall_penalty,overall_overall_overloaded_edge_servers,overall_pop_size,overall_cross_prob,overall_mut_prob,overall_n_gen,overall_maintenance_batches,overall_maintenance_time,overall_cache_hits,overall_cache_misses,overall_wait_times,overall_pulling_times,overall_state_migration_times,overall_sizes_of_cached_layers,overall_sizes_of_uncached_layers,overall_migration_times,overall_overall_delay_sla_violations,overall_number_of_migrations,overall_overall_wait_times,overall_min_wait_times,overall_max_wait_times,overall_avg_wait_times,overall_overall_pulling_times,overall_min_pulling_times,overall_max_pulling_times,overall_avg_pulling_times,overall_overall_state_migration_times,overall_min_state_migration_times,overall_max_state_migration_times,overall_avg_state_migration_times,overall_overall_provisioning_time,per_batch_maintenance_times,per_batch_delay_sla_violations,per_batch_services_hosted_by_updated_servers,per_batch_services_hosted_by_outdated_servers,per_batch_min_wait_times,per_batch_min_pulling_times,per_batch_min_state_migration_times,per_batch_min_migration_times,per_batch_avg_wait_times,per_batch_avg_pulling_times,per_batch_avg_state_migration_times,per_batch_avg_migration_times,per_batch_max_wait_times,per_batch_max_pulling_times,per_batch_max_state_migration_times,per_batch_max_migration_times,per_batch_overloaded_edge_servers,per_batch_updated_cpu_capacity,per_batch_updated_ram_capacity,per_batch_updated_disk_capacity,per_batch_updated_cpu_capacity_available,per_batch_updated_ram_capacity_available,per_batch_updated_disk_capacity_available,per_batch_outdated_cpu_capacity,per_batch_outdated_ram_capacity,per_batch_outdated_disk_capacity
nsgaii_v3,13829.326012849808,0,0,0,200,1.0,0.1,1000,5,514,204,144,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 32, 0, 0, 0, 0, 46, 0, 7, 0, 0, 27, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 26, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 42, 26, 0, 0, 0, 0, 0, 77, 0, 44, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 22, 0, 28, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0]","[95, 0, 72, 0, 27, 95, 104, 0, 89, 85, 0, 75, 4, 109, 37, 0, 14, 95, 0, 0, 85, 21, 1, 37, 0, 95, 15, 21, 18, 7, 95, 95, 3, 37, 81, 0, 89, 8, 95, 37, 44, 0, 16, 95, 124, 101, 0, 3, 89, 0, 0, 75, 0, 0, 0, 23, 86, 23, 73, 0, 101, 0, 0, 7, 7, 0, 20, 0, 83, 35, 0, 0, 43, 124, 0, 16, 0, 16, 27, 0, 95, 41, 1, 78, 3, 0, 95, 37, 95, 37, 53, 0, 27, 101, 73, 3, 101, 0, 28]","[0, 0, 0, 0, 0, 0, 8, 8, 0, 16, 16, 0, 0, 0, 0, 0, 0, 0, 4, 4, 16, 0, 4, 0, 0, 0, 16, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 8, 8, 0, 0, 8, 16, 16, 8, 0, 5, 4, 0, 0, 16, 8, 0, 8, 0, 0, 0, 16, 16, 0, 0, 0, 0, 0, 0, 0, 16, 8, 0, 8, 8, 0, 0, 0, 16, 0, 10, 0, 0, 4, 16, 8, 0, 0, 0, 0, 0, 8, 8, 0, 0, 0, 0, 0, 0, 0]","[52, 15, 52, 187, 237, 5, 29, 16, 183, 3, 28, 29, 29, 11, 44, 4, 447, 29, 4, 1, 191, 52, 52, 15, 52, 187, 79, 2, 1, 8, 2, 1, 8, 29, 68, 52, 15, 52, 187, 237, 5, 65, 52, 15, 52, 187, 237, 52, 52, 15, 52, 187, 52, 15, 52, 187, 5, 19, 2, 29, 16, 183, 3, 28, 52, 15, 52, 187, 237, 68, 52, 15, 17, 48, 52, 15, 52, 187, 29, 29, 4, 1, 191, 29, 16, 183, 3, 28, 2, 1, 8, 2, 1, 8, 52, 15, 52, 187, 52, 15, 52, 187, 14, 29, 11, 44, 4, 447, 29, 11, 44, 4, 447, 52, 15, 65, 52, 15, 52, 15, 52, 187, 5, 19, 2, 29, 4, 1, 191, 29, 4, 1, 191, 79, 28, 65, 52, 15, 52, 187, 52, 15, 17, 48, 52, 29, 11, 44, 4, 447, 79, 28, 29, 11, 44, 4, 447, 52, 15, 52, 187, 2, 1, 8, 29, 16, 183, 3, 28, 52, 15, 52, 187, 237, 52, 15, 52, 187, 237, 68, 52, 15, 52, 15, 17, 48, 52, 52, 52, 15, 52, 187, 52, 15, 52, 187, 52, 15, 52, 15, 52, 187, 14, 52]","[52, 15, 52, 187, 237, 5, 29, 16, 183, 3, 28, 52, 52, 15, 52, 187, 237, 5, 11, 44, 4, 447, 29, 16, 183, 3, 28, 29, 4, 1, 191, 15, 52, 187, 5, 19, 2, 5, 19, 2, 52, 15, 52, 187, 237, 79, 28, 52, 15, 52, 187, 237, 4, 1, 191, 65, 2, 1, 8, 68, 29, 1, 29, 1, 79, 15, 52, 187, 14, 28, 68, 5, 19, 2, 2, 1, 8, 5, 52, 15, 17, 48, 28, 5, 19, 2, 29, 11, 44, 4, 447, 4, 1, 191, 29, 1, 14, 65, 17, 48, 52, 187, 5, 19, 2, 79, 28, 65, 5, 19, 2, 52, 15, 17, 48, 52, 15, 17, 48, 28, 29, 1, 52, 237, 79, 29, 4, 1, 191, 29, 1, 5, 68, 17, 48, 15, 52, 187, 14, 14, 14, 52, 187, 14]","[95, 0, 72, 0, 27, 95, 112, 8, 89, 101, 16, 75, 4, 109, 53, 0, 46, 95, 4, 4, 101, 67, 5, 44, 0, 95, 58, 67, 42, 7, 95, 95, 3, 37, 81, 0, 89, 42, 95, 37, 78, 8, 16, 95, 133, 117, 16, 11, 89, 5, 4, 75, 0, 16, 8, 65, 94, 65, 99, 0, 117, 16, 0, 7, 84, 0, 64, 0, 83, 51, 8, 0, 51, 133, 0, 19, 0, 32, 27, 10, 95, 63, 5, 122, 12, 0, 95, 38, 95, 37, 61, 8, 27, 101, 99, 3, 101, 0, 28]",119,99,544,0,77,5.494949494949495,3840,0,124,38.78787878787879,367,0,24,3.707070707070707,4751,"[121, 255, 376, 393, 514]","[7, 28, 28, 28, 28]","[0, 41, 41, 75, 75]","[75, 34, 34, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 8.353846153846154, 0, 0.029411764705882353, 0]","[0, 58.58461538461538, 0, 0.9411764705882353, 0]","[0, 3.646153846153846, 0, 3.823529411764706, 0]","[0, 70.58461538461539, 0, 4.794117647058823, 0]","[0, 77, 0, 1, 0]","[0, 124, 0, 7, 0]","[0, 24, 0, 16, 0]","[0, 133, 0, 16, 0]","[0, 0, 0, 0, 0]","[272, 272, 544, 544, 736]","[280, 280, 672, 672, 864]","[1179648, 1179648, 3276800, 3276800, 4063232]","[256, 78, 350, 213, 405]","[256, 78, 470, 333, 525]","[1177745, 1173258, 3258699, 3258402, 4040442]","[464, 464, 192, 192, 0]","[584, 584, 192, 192, 0]","[2883584, 2883584, 786432, 786432, 0]"
