overall_algorithm,overall_execution_time,overall_invalid_solution,overall_penalty,overall_overall_overloaded_edge_servers,overall_placement_snapshots,overall_pop_size,overall_cross_prob,overall_mut_prob,overall_n_gen,overall_maintenance_batches,overall_maintenance_time,overall_cache_hits,overall_cache_misses,overall_wait_times,overall_pulling_times,overall_state_migration_times,overall_sizes_of_cached_layers,overall_sizes_of_uncached_layers,overall_migration_times,overall_overall_delay_sla_violations,overall_number_of_migrations,overall_overall_wait_times,overall_min_wait_times,overall_max_wait_times,overall_avg_wait_times,overall_overall_pulling_times,overall_min_pulling_times,overall_max_pulling_times,overall_avg_pulling_times,overall_overall_state_migration_times,overall_min_state_migration_times,overall_max_state_migration_times,overall_avg_state_migration_times,overall_overall_provisioning_time,overall_all_number_of_layers_downloaded,overall_all_number_of_layers_on_download_queue,overall_all_number_of_layers_on_waiting_queue,overall_all_sizes_of_layers_downloaded,overall_all_sizes_of_layers_on_download_queue,overall_all_sizes_of_layers_on_waiting_queue,overall_sum_sizes_of_layers_downloaded,overall_sum_sizes_of_layers_on_download_queue,overall_sum_sizes_of_layers_on_waiting_queue,overall_sum_number_of_layers_downloaded,overall_sum_number_of_layers_on_download_queue,overall_sum_number_of_layers_on_waiting_queue,overall_avg_number_of_layers_downloaded,overall_avg_number_of_layers_on_download_queue,overall_avg_number_of_layers_on_waiting_queue,overall_avg_sizes_of_layers_downloaded,overall_avg_sizes_of_layers_on_download_queue,overall_avg_sizes_of_layers_on_waiting_queue,per_batch_maintenance_times,per_batch_delay_sla_violations,per_batch_delay_sla_violations_per_sla,per_batch_relocations_per_sla,per_batch_services_hosted_by_updated_servers,per_batch_services_hosted_by_outdated_servers,per_batch_longest_migrations_duration,per_batch_longest_migrations_waiting_time,per_batch_longest_migrations_pulling_layers_time,per_batch_longest_migrations_migrating_service_state_time,per_batch_longest_migrations_cache_hits,per_batch_longest_migrations_cache_misses,per_batch_longest_migrations_sizes_of_cached_layers,per_batch_longest_migrations_sizes_of_uncached_layers,per_batch_longest_migrations_sizes_of_layers_downloaded,per_batch_longest_migrations_sizes_of_layers_on_download_queue,per_batch_longest_migrations_sizes_of_layers_on_waiting_queue,per_batch_longest_migrations_number_of_layers_downloaded,per_batch_longest_migrations_number_of_layers_on_download_queue,per_batch_longest_migrations_number_of_layers_on_waiting_queue,per_batch_min_wait_times,per_batch_min_pulling_times,per_batch_min_state_migration_times,per_batch_min_migration_times,per_batch_avg_wait_times,per_batch_avg_pulling_times,per_batch_avg_state_migration_times,per_batch_avg_migration_times,per_batch_max_wait_times,per_batch_max_pulling_times,per_batch_max_state_migration_times,per_batch_max_migration_times,per_batch_overloaded_edge_servers,per_batch_updated_cpu_capacity,per_batch_updated_ram_capacity,per_batch_updated_disk_capacity,per_batch_updated_cpu_capacity_available,per_batch_updated_ram_capacity_available,per_batch_updated_disk_capacity_available,per_batch_outdated_cpu_capacity,per_batch_outdated_ram_capacity,per_batch_outdated_disk_capacity,norm_overall_maintenance_time,norm_overall_overall_delay_sla_violations,norm_score
nsgaii_v2,75247.22957134247,0,0,0,"{2: [{'service_id': 1, 'edge_server_id': 21}, {'service_id': 2, 'edge_server_id': 23}, {'service_id': 4, 'edge_server_id': 21}, {'service_id': 5, 'edge_server_id': 20}, {'service_id': 6, 'edge_server_id': 18}, {'service_id': 7, 'edge_server_id': 24}, {'service_id': 8, 'edge_server_id': 15}, {'service_id': 9, 'edge_server_id': 21}, {'service_id': 10, 'edge_server_id': 22}, {'service_id': 11, 'edge_server_id': 15}, {'service_id': 12, 'edge_server_id': 22}, {'service_id': 13, 'edge_server_id': 24}, {'service_id': 14, 'edge_server_id': 17}, {'service_id': 16, 'edge_server_id': 24}, {'service_id': 17, 'edge_server_id': 21}, {'service_id': 18, 'edge_server_id': 18}, {'service_id': 19, 'edge_server_id': 19}, {'service_id': 20, 'edge_server_id': 24}, {'service_id': 21, 'edge_server_id': 15}, {'service_id': 22, 'edge_server_id': 15}, {'service_id': 23, 'edge_server_id': 19}, {'service_id': 24, 'edge_server_id': 22}, {'service_id': 25, 'edge_server_id': 23}, {'service_id': 26, 'edge_server_id': 23}, {'service_id': 27, 'edge_server_id': 25}, {'service_id': 29, 'edge_server_id': 22}, {'service_id': 30, 'edge_server_id': 17}, {'service_id': 32, 'edge_server_id': 18}, {'service_id': 33, 'edge_server_id': 18}, {'service_id': 34, 'edge_server_id': 21}, {'service_id': 35, 'edge_server_id': 24}, {'service_id': 36, 'edge_server_id': 23}, {'service_id': 37, 'edge_server_id': 25}, {'service_id': 38, 'edge_server_id': 18}, {'service_id': 39, 'edge_server_id': 23}, {'service_id': 40, 'edge_server_id': 22}, {'service_id': 41, 'edge_server_id': 24}, {'service_id': 42, 'edge_server_id': 18}, {'service_id': 43, 'edge_server_id': 19}, {'service_id': 44, 'edge_server_id': 22}, {'service_id': 45, 'edge_server_id': 24}, {'service_id': 47, 'edge_server_id': 18}, {'service_id': 48, 'edge_server_id': 25}, {'service_id': 49, 'edge_server_id': 17}, {'service_id': 50, 'edge_server_id': 17}, {'service_id': 51, 'edge_server_id': 20}, {'service_id': 52, 'edge_server_id': 24}, {'service_id': 53, 'edge_server_id': 22}, {'service_id': 54, 'edge_server_id': 18}, {'service_id': 55, 'edge_server_id': 23}, {'service_id': 56, 'edge_server_id': 19}, {'service_id': 57, 'edge_server_id': 25}, {'service_id': 58, 'edge_server_id': 21}, {'service_id': 59, 'edge_server_id': 19}, {'service_id': 60, 'edge_server_id': 18}], 4: [{'service_id': 3, 'edge_server_id': 5}, {'service_id': 8, 'edge_server_id': 12}, {'service_id': 11, 'edge_server_id': 4}, {'service_id': 14, 'edge_server_id': 3}, {'service_id': 15, 'edge_server_id': 25}, {'service_id': 19, 'edge_server_id': 16}, {'service_id': 21, 'edge_server_id': 5}, {'service_id': 22, 'edge_server_id': 14}, {'service_id': 23, 'edge_server_id': 1}, {'service_id': 28, 'edge_server_id': 9}, {'service_id': 30, 'edge_server_id': 9}, {'service_id': 31, 'edge_server_id': 25}, {'service_id': 43, 'edge_server_id': 12}, {'service_id': 46, 'edge_server_id': 16}, {'service_id': 49, 'edge_server_id': 4}, {'service_id': 50, 'edge_server_id': 13}, {'service_id': 56, 'edge_server_id': 11}, {'service_id': 59, 'edge_server_id': 16}]}",300,1.0,0.1,2100,5,669.0,174,87,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 74, 71, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 4, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 74, 0, 56, 0, 0, 0, 0, 64, 44, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 188, 70, 74, 33, 29, 0, 131, 0, 29, 0, 74]","[65, 72, 0, 206, 189, 162, 68, 248, 0, 206, 272, 0, 0, 225, 208, 0, 0, 0, 175, 29, 162, 239, 0, 208, 52, 0, 248, 0, 44, 0, 225, 33, 46, 199, 0, 225, 0, 0, 0, 162, 162, 206, 38, 33, 23, 40, 72, 272, 208, 50, 63, 0, 272, 208, 0, 162, 52, 47, 0, 163, 0, 189, 21, 23, 63, 55, 192, 0, 139, 206, 192, 0, 63]","[0, 0, 0, 0, 0, 0, 0, 8, 8, 0, 16, 0, 0, 8, 0, 16, 16, 16, 0, 0, 0, 8, 8, 0, 0, 0, 8, 8, 0, 0, 8, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0]","[65, 29, 11, 44, 4, 447, 52, 15, 52, 187, 237, 47, 22, 61, 201, 14, 47, 22, 61, 201, 14, 27, 5, 599, 27, 5, 599, 27, 5, 599, 47, 22, 61, 201, 6, 18, 2, 29, 11, 44, 4, 447, 52, 15, 52, 187, 237, 6, 47, 22, 61, 201, 47, 22, 61, 201, 6, 18, 2, 29, 11, 44, 4, 447, 29, 11, 44, 4, 447, 47, 29, 11, 44, 4, 447, 52, 15, 52, 187, 237, 29, 11, 44, 4, 447, 28, 28, 28, 47, 22, 61, 201, 47, 22, 61, 201, 6, 18, 2, 52, 15, 52, 187, 237, 6, 47, 28, 47, 79, 27, 5, 599, 52, 15, 52, 187, 237, 6, 79, 27, 5, 599, 52, 15, 52, 187, 237, 47, 22, 61, 201, 14, 47, 22, 61, 201, 6, 18, 2, 47, 47, 47, 22, 61, 201, 14, 52, 15, 52, 187, 237, 47, 47, 22, 61, 201, 6, 18, 2, 52, 15, 52, 187, 237, 47, 22, 61, 201, 47, 22, 61, 201, 14, 79]","[65, 79, 52, 15, 52, 187, 237, 52, 15, 52, 187, 237, 47, 22, 61, 201, 6, 18, 2, 65, 29, 11, 44, 4, 447, 6, 27, 5, 599, 29, 11, 44, 4, 447, 52, 15, 52, 187, 237, 6, 47, 22, 61, 201, 14, 47, 29, 11, 44, 4, 447, 6, 18, 2, 47, 28, 47, 52, 15, 52, 187, 237, 6, 14, 28, 65, 79, 65, 47, 22, 61, 201, 14, 79, 28, 79, 65, 22, 61, 201, 6, 18, 2, 27, 5, 599, 14]","[65, 72, 0, 206, 189, 162, 68, 256, 8, 206, 288, 0, 0, 237, 208, 16, 16, 16, 249, 100, 162, 247, 8, 208, 52, 0, 256, 8, 73, 0, 237, 33, 46, 199, 0, 237, 0, 0, 0, 162, 162, 206, 112, 33, 79, 40, 72, 288, 208, 114, 107, 0, 288, 208, 0, 162, 131, 47, 0, 163, 0, 189, 209, 93, 137, 88, 221, 0, 286, 206, 221, 0, 137]",85.0,73,1131,0,188,15.493150684931507,7182,0,272,98.38356164383562,184,0,16,2.5205479452054793,8497,"[0, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 5, 5, 0, 0, 3, 3, 3, 0, 0, 0, 0, 5, 0, 4, 7, 0, 5, 0, 1, 0, 0, 0, 0, 5, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 5, 0, 0, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 5, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 6, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 0, 4, 7, 6, 1, 1, 0, 1, 1, 3, 6, 0, 0, 0, 3, 5, 0, 7, 0, 0, 0, 1, 0, 5, 0, 0, 0, 0, 1, 0, 0, 5, 4, 0, 1]","[65, 29, 11, 44, 4, 447, 47, 22, 61, 201, 14, 47, 22, 61, 201, 14, 27, 5, 599, 27, 5, 599, 27, 5, 599, 29, 11, 44, 4, 447, 47, 22, 61, 201, 47, 22, 61, 201, 6, 18, 2, 29, 11, 44, 4, 447, 47, 52, 15, 52, 187, 237, 28, 28, 28, 79, 47, 22, 61, 201, 14, 47, 47, 22, 61, 201, 14, 47, 22, 61, 201, 6, 18, 2, 47, 22, 61, 201, 14]",[],"[52, 15, 52, 187, 237, 47, 22, 61, 201, 6, 18, 2, 52, 15, 52, 187, 237, 6, 29, 11, 44, 4, 447, 29, 11, 44, 4, 447, 29, 11, 44, 4, 447, 47, 22, 61, 201, 47, 22, 61, 201, 6, 18, 2, 52, 15, 52, 187, 237, 6, 47, 28, 47, 79, 27, 5, 599, 52, 15, 52, 187, 237, 6, 27, 5, 599, 52, 15, 52, 187, 237, 47, 22, 61, 201, 6, 18, 2, 47, 52, 15, 52, 187, 237, 47, 52, 15, 52, 187, 237, 47, 22, 61, 201, 79]",7133,0,8793,79,0,95,1.082191780821918,0.0,1.3013698630136987,90.29113924050633,0,92.5578947368421,"[121, 410, 531, 548, 669]","[3, 22, 22, 19, 19]","[{15: 3}, {15: 17, 20: 5}, {15: 17, 20: 5}, {15: 15, 20: 4}, {15: 15, 20: 4}]","[{}, {15: 27, 20: 28}, {}, {15: 8, 20: 10}, {}]","[0, 42, 42, 60, 60]","[60, 18, 18, 0, 0]","[0, 288, 0, 16, 0]","[0, 0, 0, 0, 0]","[0, 272, 0, 0, 0]","[0, 16, 0, 16, 0]","[0, 0, 0, 3, 0]","[0, 3, 0, 0, 0]","[0, [], 0, [27, 5, 599], 0]","[0, [27, 5, 599], 0, [], 0]","[[], [], [], [27, 5, 599], []]","[[], [], [], [], []]","[[], [], [], [], []]","[0, 0, 0, 3, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 20.563636363636363, 0, 0.0, 0]","[0, 130.5818181818182, 0, 0.0, 0]","[0, 2.327272727272727, 0, 3.111111111111111, 0]","[0, 153.47272727272727, 0, 3.111111111111111, 0]","[0, 188, 0, 0, 0]","[0, 272, 0, 0, 0]","[0, 16, 0, 16, 0]","[0, 288, 0, 16, 0]","[0, 0, 0, 0, 0]","[240, 240, 512, 512, 608]","[248, 248, 624, 624, 720]","[1048576, 1048576, 3014656, 3014656, 3407872]","[224, 54, 326, 244, 340]","[224, 54, 430, 348, 444]","[1046310, 1040867, 2992969, 2992969, 3382682]","[368, 368, 96, 96, 0]","[472, 472, 96, 96, 0]","[2359296, 2359296, 393216, 393216, 0]",0.1,0.1702127659574468,0.2702127659574468
nsgaii_v2,19439.10648584366,0,0,0,"{2: [{'service_id': 1, 'edge_server_id': 23}, {'service_id': 2, 'edge_server_id': 25}, {'service_id': 4, 'edge_server_id': 25}, {'service_id': 5, 'edge_server_id': 23}, {'service_id': 6, 'edge_server_id': 14}, {'service_id': 7, 'edge_server_id': 24}, {'service_id': 8, 'edge_server_id': 19}, {'service_id': 9, 'edge_server_id': 17}, {'service_id': 10, 'edge_server_id': 19}, {'service_id': 11, 'edge_server_id': 15}, {'service_id': 12, 'edge_server_id': 24}, {'service_id': 13, 'edge_server_id': 24}, {'service_id': 14, 'edge_server_id': 18}, {'service_id': 16, 'edge_server_id': 23}, {'service_id': 17, 'edge_server_id': 17}, {'service_id': 18, 'edge_server_id': 18}, {'service_id': 19, 'edge_server_id': 14}, {'service_id': 20, 'edge_server_id': 18}, {'service_id': 21, 'edge_server_id': 17}, {'service_id': 23, 'edge_server_id': 18}, {'service_id': 24, 'edge_server_id': 20}, {'service_id': 25, 'edge_server_id': 23}, {'service_id': 26, 'edge_server_id': 19}, {'service_id': 27, 'edge_server_id': 23}, {'service_id': 29, 'edge_server_id': 24}, {'service_id': 30, 'edge_server_id': 20}, {'service_id': 32, 'edge_server_id': 18}, {'service_id': 33, 'edge_server_id': 17}, {'service_id': 34, 'edge_server_id': 25}, {'service_id': 35, 'edge_server_id': 21}, {'service_id': 36, 'edge_server_id': 20}, {'service_id': 37, 'edge_server_id': 25}, {'service_id': 38, 'edge_server_id': 15}, {'service_id': 39, 'edge_server_id': 25}, {'service_id': 40, 'edge_server_id': 25}, {'service_id': 41, 'edge_server_id': 18}, {'service_id': 42, 'edge_server_id': 19}, {'service_id': 43, 'edge_server_id': 19}, {'service_id': 44, 'edge_server_id': 22}, {'service_id': 45, 'edge_server_id': 24}, {'service_id': 47, 'edge_server_id': 18}, {'service_id': 48, 'edge_server_id': 21}, {'service_id': 50, 'edge_server_id': 18}, {'service_id': 51, 'edge_server_id': 23}, {'service_id': 52, 'edge_server_id': 20}, {'service_id': 53, 'edge_server_id': 22}, {'service_id': 54, 'edge_server_id': 24}, {'service_id': 55, 'edge_server_id': 21}, {'service_id': 56, 'edge_server_id': 15}, {'service_id': 57, 'edge_server_id': 25}, {'service_id': 58, 'edge_server_id': 25}, {'service_id': 59, 'edge_server_id': 17}, {'service_id': 60, 'edge_server_id': 24}], 4: [{'service_id': 3, 'edge_server_id': 5}, {'service_id': 6, 'edge_server_id': 16}, {'service_id': 8, 'edge_server_id': 12}, {'service_id': 9, 'edge_server_id': 3}, {'service_id': 10, 'edge_server_id': 1}, {'service_id': 11, 'edge_server_id': 13}, {'service_id': 15, 'edge_server_id': 10}, {'service_id': 17, 'edge_server_id': 5}, {'service_id': 19, 'edge_server_id': 16}, {'service_id': 21, 'edge_server_id': 11}, {'service_id': 22, 'edge_server_id': 20}, {'service_id': 26, 'edge_server_id': 13}, {'service_id': 28, 'edge_server_id': 9}, {'service_id': 31, 'edge_server_id': 20}, {'service_id': 33, 'edge_server_id': 1}, {'service_id': 38, 'edge_server_id': 16}, {'service_id': 42, 'edge_server_id': 5}, {'service_id': 43, 'edge_server_id': 12}, {'service_id': 46, 'edge_server_id': 23}, {'service_id': 49, 'edge_server_id': 4}, {'service_id': 56, 'edge_server_id': 11}, {'service_id': 59, 'edge_server_id': 16}]}",300,1.0,0.1,300,5,758.0,172,100,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 47, 0, 0, 68, 57, 0, 5, 0, 0, 111, 57, 0, 0, 5, 0, 182, 53, 0, 0, 0, 0, 29, 0, 5, 57, 0, 0, 0, 29, 72, 0, 0, 0, 95, 111, 0, 0, 91, 0, 0, 47, 0, 5, 0, 0, 5, 0, 41, 5, 222, 0, 0, 0, 95, 0, 57, 0, 222]","[60, 67, 0, 234, 210, 143, 0, 57, 331, 0, 228, 0, 314, 0, 0, 0, 338, 200, 361, 0, 178, 29, 0, 188, 0, 0, 202, 180, 0, 0, 40, 250, 17, 38, 0, 210, 0, 338, 26, 0, 268, 180, 0, 234, 45, 26, 23, 0, 0, 67, 232, 202, 0, 0, 64, 0, 271, 200, 0, 188, 66, 0, 268, 210, 61, 25, 48, 66, 18, 0, 232, 234, 180, 0, 48]","[0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 0, 0, 16, 16, 0, 0, 8, 0, 16, 16, 0, 0, 0, 0, 16, 8, 0, 0, 0, 8, 0, 8, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0]","[65, 47, 47, 22, 61, 201, 6, 18, 2, 29, 11, 44, 4, 447, 52, 15, 52, 187, 237, 6, 27, 5, 599, 47, 22, 61, 201, 14, 47, 22, 61, 201, 14, 27, 5, 599, 47, 29, 11, 44, 4, 447, 29, 11, 44, 4, 447, 47, 47, 22, 61, 201, 6, 18, 2, 29, 11, 44, 4, 447, 47, 47, 52, 15, 52, 187, 237, 52, 15, 52, 187, 237, 29, 11, 44, 4, 447, 28, 47, 22, 61, 201, 47, 22, 61, 201, 6, 18, 2, 47, 22, 61, 201, 6, 18, 2, 52, 15, 52, 187, 237, 28, 47, 47, 79, 52, 15, 52, 187, 237, 6, 65, 65, 79, 52, 15, 52, 187, 237, 47, 22, 61, 201, 14, 47, 22, 61, 201, 6, 18, 2, 47, 47, 22, 61, 201, 14, 52, 15, 52, 187, 237, 65, 47, 22, 61, 201, 47, 22, 61, 201, 6, 18, 2, 27, 5, 599, 52, 15, 52, 187, 237, 47, 22, 61, 201, 47, 22, 61, 201, 14, 79]","[65, 79, 52, 15, 52, 187, 237, 52, 15, 52, 187, 237, 22, 61, 201, 6, 18, 2, 65, 29, 11, 44, 4, 447, 52, 15, 52, 187, 237, 6, 27, 5, 599, 29, 11, 44, 4, 447, 52, 15, 52, 187, 237, 6, 27, 5, 599, 47, 22, 61, 201, 14, 47, 47, 22, 61, 201, 6, 18, 2, 52, 15, 52, 187, 237, 6, 22, 61, 201, 6, 18, 2, 29, 11, 44, 4, 447, 28, 47, 6, 28, 14, 6, 47, 28, 27, 5, 599, 79, 27, 5, 599, 65, 79, 28, 79, 6, 18, 2, 14]","[60, 67, 0, 234, 210, 143, 0, 57, 339, 8, 228, 0, 361, 16, 0, 0, 346, 247, 377, 16, 246, 86, 0, 193, 16, 8, 313, 237, 0, 8, 45, 258, 199, 91, 0, 210, 0, 346, 55, 0, 273, 237, 0, 234, 45, 55, 95, 0, 0, 67, 343, 313, 0, 0, 155, 0, 287, 247, 0, 193, 66, 0, 273, 210, 102, 30, 270, 66, 18, 0, 343, 234, 237, 0, 270]",127.0,75,1804,0,222,24.053333333333335,7695,0,361,102.6,184,0,16,2.453333333333333,9683,"[0, 0, 1, 0, 0, 1, 7, 0, 0, 5, 0, 6, 0, 3, 5, 5, 0, 0, 0, 3, 0, 0, 1, 0, 5, 5, 0, 0, 7, 5, 0, 0, 0, 0, 1, 0, 5, 0, 0, 1, 0, 0, 7, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 5, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 7, 0, 0, 0, 5, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 5, 0, 5, 0, 0, 4, 7, 0, 5, 0, 1, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 5, 0, 7, 0, 0, 5, 5, 0, 0, 0, 1, 0, 0, 3, 5, 4, 0, 1]","[65, 47, 47, 22, 61, 201, 6, 18, 2, 29, 11, 44, 4, 447, 52, 15, 52, 187, 237, 6, 27, 5, 599, 47, 22, 61, 201, 14, 47, 22, 61, 201, 14, 27, 5, 599, 47, 29, 11, 44, 4, 447, 29, 11, 44, 4, 447, 47, 22, 61, 201, 6, 18, 2, 29, 11, 44, 4, 447, 47, 52, 15, 52, 187, 237, 28, 47, 22, 61, 201, 6, 18, 2, 47, 47, 65, 65, 79, 47, 22, 61, 201, 14, 47, 47, 22, 61, 201, 47, 22, 61, 201, 6, 18, 2, 47, 22, 61, 201, 14]",[],"[47, 47, 52, 15, 52, 187, 237, 29, 11, 44, 4, 447, 47, 22, 61, 201, 47, 22, 61, 201, 6, 18, 2, 52, 15, 52, 187, 237, 28, 79, 52, 15, 52, 187, 237, 6, 52, 15, 52, 187, 237, 47, 22, 61, 201, 6, 18, 2, 47, 22, 61, 201, 14, 52, 15, 52, 187, 237, 65, 27, 5, 599, 52, 15, 52, 187, 237, 47, 22, 61, 201, 79]",8217,0,6496,100,0,72,1.3333333333333333,0.0,0.96,82.17,0,90.22222222222223,"[121, 499, 620, 637, 758]","[3, 35, 35, 27, 27]","[{15: 3}, {15: 23, 20: 12}, {15: 23, 20: 12}, {15: 17, 20: 10}, {15: 17, 20: 10}]","[{}, {15: 25, 20: 28}, {}, {15: 14, 20: 8}, {}]","[0, 38, 38, 60, 60]","[60, 22, 22, 0, 0]","[0, 377, 0, 16, 0]","[0, 0, 0, 0, 0]","[0, 361, 0, 0, 0]","[0, 16, 0, 16, 0]","[0, 0, 0, 3, 0]","[0, 3, 0, 0, 0]","[0, [], 0, [27, 5, 599], 0]","[0, [27, 5, 599], 0, [], 0]","[[], [], [], [27, 5, 599], []]","[[], [], [], [], []]","[[], [], [], [], []]","[0, 0, 0, 3, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 34.0377358490566, 0, 0.0, 0]","[0, 145.18867924528303, 0, 0.0, 0]","[0, 2.4150943396226414, 0, 2.5454545454545454, 0]","[0, 181.64150943396226, 0, 2.5454545454545454, 0]","[0, 222, 0, 0, 0]","[0, 361, 0, 0, 0]","[0, 16, 0, 16, 0]","[0, 377, 0, 16, 0]","[0, 0, 0, 0, 0]","[240, 240, 480, 480, 608]","[248, 248, 592, 592, 720]","[1048576, 1048576, 2883584, 2883584, 3407872]","[224, 74, 314, 212, 340]","[224, 74, 418, 316, 444]","[1046310, 1039844, 2861456, 2861456, 3381002]","[368, 368, 128, 128, 0]","[472, 472, 128, 128, 0]","[2359296, 2359296, 524288, 524288, 0]",0.48695652173913045,0.6170212765957447,1.103977798334875
